row_abs,keywords_llm,raw_response
132,"[""optical bandwidth"", ""wavelength converter"", ""all-optical ring"", ""routing algorithm"", ""network utilization""]","{""keywords"": [""optical bandwidth"", ""wavelength converter"", ""all-optical ring"", ""routing algorithm"", ""network utilization""]}"
133,"[""video-on-demand"", ""broadcast"", ""multicast"", ""patching"", ""latency""]","{""keywords"": [""video-on-demand"", ""broadcast"", ""multicast"", ""patching"", ""latency""]}"
134,"[""mobile database systems"", ""replication scheme"", ""transactional asynchronous replication"", ""data replication"", ""database consistency""]","{""keywords"": [""mobile database systems"", ""replication scheme"", ""transactional asynchronous replication"", ""data replication"", ""database consistency""]}"
135,"[""data extraction"", ""html pages"", ""schema-guided approach"", ""web development"", ""xml output""]","{""keywords"": [""data extraction"", ""html pages"", ""schema-guided approach"", ""web development"", ""xml output""]}"
136,"[""finite automata"", ""semi-input-memory"", ""invertible automata"", ""delay 1"", ""state graph""]","{""keywords"": [""finite automata"", ""semi-input-memory"", ""invertible automata"", ""delay 1"", ""state graph""]}"
137,"[""market games"", ""core axiomatization"", ""weak symmetry"", ""market games core"", ""tu game""]","{""keywords"": [""market games"", ""core axiomatization"", ""weak symmetry"", ""market games core"", ""tu game""]}"
138,"[""repeated games"", ""differential games"", ""viscosity solution"", ""discrete time"", ""game theory""]","{""keywords"": [""repeated games"", ""differential games"", ""viscosity solution"", ""discrete time"", ""game theory""]}"
139,"[""stochastic games"", ""semi-algebraic theory"", ""asymptotic behavior"", ""min-max value"", ""polynomial convergence""]","{""keywords"": [""stochastic games"", ""semi-algebraic theory"", ""asymptotic behavior"", ""min-max value"", ""polynomial convergence""]}"
140,"[""nash equilibria"", ""stochastic games"", ""linear complementarity"", ""stationary strategies"", ""copositive class""]","{""keywords"": [""nash equilibria"", ""stochastic games"", ""linear complementarity"", ""stationary strategies"", ""copositive class""]}"
141,"[""quantum computer"", ""computational time"", ""fundamental interactions"", ""quantum limit"", ""speed limit""]","{""keywords"": [""quantum computer"", ""computational time"", ""fundamental interactions"", ""quantum limit"", ""speed limit""]}"
142,"[""node-capacitated routing"", ""ring network"", ""multicommodity flow"", ""distance inequality"", ""combinatorial algorithm""]","{""keywords"": [""node-capacitated routing"", ""ring network"", ""multicommodity flow"", ""distance inequality"", ""combinatorial algorithm""]}"
143,"[""bipartite tournament"", ""feedback vertex set"", ""min-max theorem"", ""cycle packing"", ""np-complete""]","{""keywords"": [""bipartite tournament"", ""feedback vertex set"", ""min-max theorem"", ""cycle packing"", ""NP-complete""]}"
144,"[""polynomial programming"", ""semidefinite programming"", ""lp relaxations"", ""algebraic geometry"", ""global minimization""]","{""keywords"": [""polynomial programming"", ""semidefinite programming"", ""lp relaxations"", ""algebraic geometry"", ""global minimization""]}"
145,"[""semidefinite feasibility"", ""operations research"", ""analytic center cutting plane"", ""positive semidefinite matrices"", ""convex body""]","{""keywords"": [""semidefinite feasibility"", ""operations research"", ""analytic center cutting plane"", ""positive semidefinite matrices"", ""convex body""]}"
146,"[""semidefinite linear complementarity problems"", ""strong monotonicity property"", ""p/sub 2/-property"", ""gus-property"", ""linear transformation""]","{""keywords"": [""semidefinite linear complementarity problems"", ""strong monotonicity property"", ""P/sub 2/-property"", ""GUS-property"", ""linear transformation""]}"
147,"[""optimal control"", ""combinatorial search"", ""shortest path"", ""graph theory"", ""control problems""]","{""keywords"": [""optimal control"", ""combinatorial search"", ""shortest path"", ""graph theory"", ""control problems""]}"
148,"[""risk-sensitive control"", ""q-learning algorithm"", ""markov chains"", ""stochastic approximation"", ""finite markov decision processes""]","{""keywords"": [""risk-sensitive control"", ""q-learning algorithm"", ""markov chains"", ""stochastic approximation"", ""finite markov decision processes""]}"
149,"[""queueing systems"", ""random walks"", ""stability"", ""undecidability"", ""homogeneous""]","{""keywords"": [""queueing systems"", ""random walks"", ""stability"", ""undecidability"", ""homogeneous""]}"
150,"[""martingale"", ""variance reduction"", ""markov process"", ""simulation"", ""estimator""]","{""keywords"": [""martingale"", ""variance reduction"", ""markov process"", ""simulation"", ""estimator""]}"
151,"[""breast biopsy"", ""case-based reasoning"", ""mammographic lesions"", ""biopsy results"", ""predictive model""]","{""keywords"": [""breast biopsy"", ""case-based reasoning"", ""mammographic lesions"", ""biopsy results"", ""predictive model""]}"
152,"[""quantum games"", ""cooperative games"", ""multi-player games"", ""quantum entanglement"", ""superposed operator""]","{""keywords"": [""quantum games"", ""cooperative games"", ""multi-player games"", ""quantum entanglement"", ""superposed operator""]}"
153,"[""ultrasonic mammography"", ""computer aided classification"", ""nakagami distribution"", ""receiver operating characteristic"", ""breast masses""]","{""keywords"": [""ultrasonic mammography"", ""computer aided classification"", ""Nakagami distribution"", ""receiver operating characteristic"", ""breast masses""]}"
154,"[""breast"", ""immobilization"", ""magnetic resonance"", ""tissue shifts"", ""reproducibility""]","{""keywords"": [""breast"", ""immobilization"", ""magnetic resonance"", ""tissue shifts"", ""reproducibility""]}"
155,"[""leaf verification"", ""multileaf collimation"", ""electronic portal imaging"", ""ionization chamber"", ""quality assurance""]","{""keywords"": [""leaf verification"", ""multileaf collimation"", ""electronic portal imaging"", ""ionization chamber"", ""quality assurance""]}"
156,"[""radiation therapy"", ""scatter factor"", ""collimator"", ""photon radiation"", ""intensity modulated""]","{""keywords"": [""radiation therapy"", ""scatter factor"", ""collimator"", ""photon radiation"", ""intensity modulated""]}"
157,"[""positron emission tomography"", ""image reconstruction"", ""attenuation correction"", ""maximum likelihood estimator"", ""statistical noise""]","{""keywords"": [""positron emission tomography"", ""image reconstruction"", ""attenuation correction"", ""maximum likelihood estimator"", ""statistical noise""]}"
158,"[""mammogram"", ""texture"", ""simulation"", ""breast tissue"", ""fractal dimension""]","{""keywords"": [""mammogram"", ""texture"", ""simulation"", ""breast tissue"", ""fractal dimension""]}"
159,"[""mammogram synthesis"", ""breast tissue model"", ""image acquisition simulation"", ""mammographic imaging process"", ""tissue elasticity parameters""]","{""keywords"": [""mammogram synthesis"", ""breast tissue model"", ""image acquisition simulation"", ""mammographic imaging process"", ""tissue elasticity parameters""]}"
160,"[""scintimammography"", ""computed tomography"", ""image quality"", ""tumor detection"", ""angular disparity""]","{""keywords"": [""scintimammography"", ""computed tomography"", ""image quality"", ""tumor detection"", ""angular disparity""]}"
161,"[""electron beams"", ""monte carlo code"", ""dose calculations"", ""microtron"", ""accuracy""]","{""keywords"": [""electron beams"", ""monte carlo code"", ""dose calculations"", ""microtron"", ""accuracy""]}"
162,"[""photon spectra"", ""electron accelerator"", ""boltzmann equation"", ""monte carlo method"", ""energy distribution""]","{""keywords"": [""photon spectra"", ""electron accelerator"", ""boltzmann equation"", ""monte carlo method"", ""energy distribution""]}"
163,"[""quantum deleting machine"", ""universal quantum cloning"", ""non-optimal fidelity"", ""quantum deleting"", ""null""]","{""keywords"": [""quantum deleting machine"", ""universal quantum cloning"", ""non-optimal fidelity"", ""quantum deleting"", ""null""]}"
164,"[""intensity modulated radiation therapy"", ""multileaf collimator"", ""physical dose distribution"", ""cns tumors"", ""head and neck neoplasms""]","{""keywords"": [""intensity modulated radiation therapy"", ""multileaf collimator"", ""physical dose distribution"", ""cns tumors"", ""head and neck neoplasms""]}"
165,"[""dynamic intensity modulated radiotherapy"", ""electronic portal imaging device"", ""leaf trajectories"", ""multileaf collimator"", ""motion distortion""]","{""keywords"": [""dynamic intensity modulated radiotherapy"", ""electronic portal imaging device"", ""leaf trajectories"", ""multileaf collimator"", ""motion distortion""]}"
166,"[""intensity modulated radiation therapy"", ""multi-leaf collimator"", ""optimization process"", ""deliverable dose distribution"", ""beam delivery device""]","{""keywords"": [""intensity modulated radiation therapy"", ""multi-leaf collimator"", ""optimization process"", ""deliverable dose distribution"", ""beam delivery device""]}"
167,"[""imrt"", ""aperture optimization"", ""step-and-shoot"", ""simulated annealing"", ""monte carlo""]","{""keywords"": [""imrt"", ""aperture optimization"", ""step-and-shoot"", ""simulated annealing"", ""monte carlo""]}"
168,"[""prostate"", ""voxel"", ""dose-volume"", ""radioactive"", ""implant""]","{""keywords"": [""prostate"", ""voxel"", ""dose-volume"", ""radioactive"", ""implant""]}"
169,"[""imrt"", ""mlc"", ""leaf sequencing"", ""jaw overtravel"", ""segmentation""]","{""keywords"": [""imrt"", ""mlc"", ""leaf sequencing"", ""jaw overtravel"", ""segmentation""]}"
170,"[""fourier-based interpolation"", ""helical computed tomography"", ""noise uniformity"", ""image reconstruction"", ""maximum intensity projection""]","{""keywords"": [""fourier-based interpolation"", ""helical computed tomography"", ""noise uniformity"", ""image reconstruction"", ""maximum intensity projection""]}"
171,"[""radiotherapy"", ""dosimetric treatment"", ""portal dose images"", ""wedged photon beam"", ""treatment planning""]","{""keywords"": [""radiotherapy"", ""dosimetric treatment"", ""portal dose images"", ""wedged photon beam"", ""treatment planning""]}"
172,"[""powder metal"", ""productivity"", ""quality"", ""automation"", ""transmission parts""]","{""keywords"": [""powder metal"", ""productivity"", ""quality"", ""automation"", ""transmission parts""]}"
173,"[""linear orders"", ""recursively saturated"", ""dense linear orderings"", ""sigma admissible"", ""fundamental subsets""]","{""keywords"": [""linear orders"", ""recursively saturated"", ""dense linear orderings"", ""sigma admissible"", ""fundamental subsets""]}"
174,"[""quantum entanglement"", ""many spin system"", ""separability"", ""critical point"", ""quantum computing""]","{""keywords"": [""quantum entanglement"", ""many spin system"", ""separability"", ""critical point"", ""quantum computing""]}"
175,"[""monoids"", ""polygons"", ""omega-stable"", ""monoid"", ""conjecture""]","{""keywords"": [""monoids"", ""polygons"", ""omega-stable"", ""monoid"", ""conjecture""]}"
